名前,タイプ,分類,威力,PP,説明,効果
ワンダースチーム,フェアリー,とくしゅ,90,10,煙を噴出して相手を攻撃。混乱させることがある。,Inflicts regular damage.  Has a 20% chance to confuse the target.
いのちのしずく,みず,へんか,,10,不思議な水をふりまいて自分と場にいる味方のＨＰを回復する。,
ブロッキング,あく,へんか,,10,相手の攻撃をまったく受けない。連続でだすと失敗しやすい。触れると防御ががくっと下がる。,
どげざつき,あく,ぶつり,80,10,頭を下げるふりをしながら振りみだした髪の毛を突き刺す。攻撃は必ず命中する。,Inflicts regular damage.  Ignores accuracy and evasion modifiers.
スターアサルト,かくとう,ぶつり,150,5,太いクキをふりまわして攻撃。ただし自分もよろめいてしまうため次のターンは動けなくなる。,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn."
ムゲンダイビーム,ドラゴン,とくしゅ,160,5,本来の姿となったムゲンダイナ最大の攻撃。次のターンは動けなくなる。,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn."
てっていこうせん,はがね,とくしゅ,140,5,全身から集めたはがねをビームとして激しく撃ちだす。自分もダメージを受けてしまう。,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire."
ワイドフォース,エスパー,とくしゅ,80,10,サイコパワーで相手を攻撃する。サイコフィールドの時威力があがりすべての相手にダメージを与える。,Inflicts regular damage.
アイアンローラー,はがね,ぶつり,130,5,フィールドを破壊しながら攻撃。なんらかのフィールド状態に変わっていないと技は失敗する。,Inflicts regular damage.
スケイルショット,ドラゴン,ぶつり,25,20,ウロコを撃ちだして攻撃する。２ー５回の間連続でだす。素早さがあがるが防御がさがる。,"Inflicts regular damage two to five times in a row, raising the user's Speed and lowering the user's Defense by one stage each upon last hit."
メテオビーム,いわ,とくしゅ,120,10,１ターン目に宇宙の力を集めることで特攻があがり２ターン目に相手を攻撃する。,Inflicts regular damage.
シェルアームズ,どく,とくしゅ,90,10,物理か特殊かより多くダメージを与えられる能力で攻撃する。毒状態にすることがある。,Inflicts regular damage.
ミストバースト,フェアリー,とくしゅ,100,5,自分の周りにいるすべてを攻撃するが使うと瀕死になる。ミストフィールドで威力があがる。,Inflicts regular damage.
グラススライダー,くさ,ぶつり,55,20,地面を滑るように相手を攻撃。グラスフィールドの時必ず先制攻撃できる。,Inflicts regular damage.
ライジングボルト,でんき,とくしゅ,70,20,地面から立ちのぼる電撃で攻撃。相手がエレキフィールドにいる時技の威力が２倍になる。,Inflicts regular damage.
だいちのはどう,ノーマル,とくしゅ,50,10,フィールドの力を借りて攻撃。使った時のフィールドの状態によって技のタイプと威力が変わる。,Inflicts regular damage.
はいよるいちげき,むし,ぶつり,70,10,背後からはいより攻撃する。相手の特攻をさげる。,Inflicts regular damage.
しっとのほのお,ほのお,とくしゅ,70,5,しっとのエネルギーで相手を攻撃。そのターン能力があがったポケモンをやけどの状態にする。,Inflicts regular damage.
うっぷんばらし,あく,ぶつり,75,5,相手へのいらだちをぶつけて攻撃。そのターンに能力をさげられていると技の威力が２倍になる。,Inflicts regular damage.
ポルターガイスト,ゴースト,ぶつり,110,5,相手の持ち物をあやつって攻撃。相手が道具を持っていない場合は失敗する。,Inflicts regular damage.
ふしょくガス,どく,へんか,,40,強い酸性のガスで周りにいるものを包みこみ持っている道具を溶かしてしまう。,Inflicts regular damage.
コーチング,かくとう,へんか,,10,的確な指導をおこなうことで味方全員の攻撃と防御を上げる。,Inflicts regular damage.
クイックターン,みず,ぶつり,60,20,攻撃したあとものすごいスピードで戻ってきて控えのポケモンと入れ替わる。,Inflicts regular damage.
トリプルアクセル,こおり,ぶつり,20,10,３回連続でキックをくりだして攻撃する。技が当たるたびに威力はあがる。,Inflicts regular damage.
ダブルウイング,ひこう,ぶつり,40,10,翼を相手にぶつけて攻撃する。２回連続でダメージを与える。,Inflicts regular damage.
ねっさのだいち,じめん,とくしゅ,70,10,熱く焼けた砂を相手にぶつけて攻撃する。やけど状態にすることがある。,Inflicts regular damage.  Has a 30% chance to burn the target.
ジャングルヒール,くさ,へんか,,10,ジャングルと一体化して自分と場にいる味方のＨＰと状態を回復する。,Inflicts regular damage.
あんこくきょうだ,あく,ぶつり,75,5,あくの型を極めし強烈な一撃。必ず急所に当たる。,Inflicts regular damage.
すいりゅうれんだ,みず,ぶつり,25,5,みずの型を極めし流れるような３回の連撃。必ず急所に当たる。,Inflicts regular damage.
サンダープリズン,でんき,とくしゅ,80,15,ほとばしる電気のおりの中に４ー５ターンの間相手を閉じこめて攻撃する。,Inflicts regular damage.
ドラゴンエナジー,ドラゴン,とくしゅ,150,5,生命力をパワーに変え相手を攻撃する。自分のＨＰが少ないほど技の威力はさがる。,Inflicts regular damage.
いてつくしせん,エスパー,とくしゅ,90,10,両目からサイコパワーを撃ちだして攻撃する。こおり状態にすることがある。,Inflicts regular damage.
もえあがるいかり,あく,とくしゅ,90,10,怒りを炎のようなオーラに変えて攻撃する。相手をひるませることがある。,Inflicts regular damage.
らいめいげり,かくとう,ぶつり,90,10,雷のような動きで相手を翻弄しながらキックする。相手の防御をさげる。,Inflicts regular damage.
ブリザードランス,こおり,ぶつり,120,5,吹雪をまとった氷の槍を相手に投げつけて攻撃する。,Inflicts regular damage.
アストラルビット,ゴースト,とくしゅ,120,5,たくさんの小さな霊体を相手にぶつけて攻撃する。,Inflicts regular damage.
ぶきみなじゅもん,エスパー,とくしゅ,80,5,強力なサイコパワーで攻撃。相手が最後に使った技のＰＰを３だけ減らす。,Inflicts regular damage.
フェイタルクロー,どく,ぶつり,80,15,"The user lashes out at the target with ruinous claws, aiming to land a critical hit. This may also leave the target poisoned, paralyzed, or drowsy.",
バリアーラッシュ,エスパー,ぶつり,70,10,"Cloaking itself in psychic energy, the user slams into the target. This may also raise the user’s defensive stats.",
パワーシフト,ノーマル,へんか,0,10,説明なし,
がんせきアックス,いわ,ぶつり,65,15,"The user swings its stone axes at the target, aiming to land a critical hit. Stone splinters left behind by this attack continue to damage the target for several turns.",
はるのあらし,フェアリー,とくしゅ,100,5,The user attacks by wrapping the target in fierce winds brimming with love and hate. This move’s additional effects depend on the user’s form.,
